GivenName	Surname	Gender	City	StateFull	ZipCode	TelephoneNumber	Birthday	BloodType
Desire	Guimond	male	VIENNE	Rhône-Alpes	38200	04 00 94 29 30	5/30/1994	AB+
Antoine	Poissonnier	male	OYONNAX	Rhône-Alpes	1100	04 19 34 57 30	12/27/1950	O+
Onfroi	Petrie	male	PARIS	Île-de-France	75011	01 00 94 13 04	6/13/1998	O+
Capucine	Lapointe	female	ARRAS	Nord-Pas-de-Calais	62000	03 73 02 82 66	5/22/1988	O+
Charles	Mouet	male	GAP	Provence-Alpes-Côte d'Azur	5000	04 56 77 79 28	8/28/1984	O+
Huette	Fournier	female	HÉNIN-BEAUMONT	Nord-Pas-de-Calais	62110	03 25 53 04 09	11/20/1992	O+
Victorine	Bordeleau	female	MENDE	Languedoc-Roussillon	48000	04 82 30 59 42	12/14/1970	A+
André	Cormier	male	CHÂLONS-EN-CHAMPAGNE	Champagne-Ardenne	51000	03 36 67 17 96	1/29/1947	A+
Coralie	Flamand	female	SAINT-DENIS	Île-de-France	93200	01 13 78 05 86	11/12/1995	O+
Frédérique	Mailhot	female	THONON-LES-BAINS	Rhône-Alpes	74200	04 41 47 00 02	1/8/1976	B+
Gabriel	Bonnet	male	LE TAMPON	Guyane	97430	02 79 69 27 02	12/13/1977	O+
Michel	Allaire	male	GAP	Provence-Alpes-Côte d'Azur	5000	04 07 82 05 50	11/17/1943	O+
Phillipa	Bonneville	female	SAINT-SÉBASTIEN-SUR-LOIRE	Pays de la Loire	44230	02 25 11 83 56	12/4/1949	A+
Benoît	Vincent	male	BESANÇON	Franche-Comté	25000	03 83 51 21 49	3/4/1954	A-
Pierre	Daoust	male	OYONNAX	Rhône-Alpes	1100	04 23 96 28 42	1/9/1990	O+
Laurent	Gagné	male	CHÂLONS-EN-CHAMPAGNE	Champagne-Ardenne	51000	03 23 95 55 80	6/9/1960	B+
Faye	Lapointe	female	ROUEN	Haute-Normandie	76000	02 15 84 74 27	12/30/1955	O+
Constance	Cousteau	female	VITROLLES	Provence-Alpes-Côte d'Azur	13127	04 16 75 16 95	12/23/1954	O+
Joanna	Laramée	female	ORVAULT	Pays de la Loire	44700	02 16 07 57 53	2/13/1987	A+
Josette	Riel	female	BLOIS	Centre	41000	02 51 23 15 13	12/13/1963	A+
Florus	Jodoin	male	VILLENEUVE-SUR-LOT	Aquitaine	47300	05 01 04 34 31	9/5/1995	O+
Isabelle	Grimard	female	LYON	Rhône-Alpes	69009	04 39 73 84 12	5/4/1957	B+
Genevre	Lavallée	female	BAR-LE-DUC	Lorraine	55000	03 44 32 10 24	5/24/1939	A-
Christelle	Laforge	female	NÎMES	Languedoc-Roussillon	30000	04 07 74 40 23	6/1/1972	B+
Jeoffroi	Parrot	male	HOUILLES	Île-de-France	78800	01 97 62 54 88	11/21/1954	A+
Sacripant	Asselin	male	LA POSSESSION	La Réunion	97419	02 12 54 29 55	1/17/1990	O+
Comforte	Ruest	female	VALLAURIS	Provence-Alpes-Côte d'Azur	6220	04 18 87 75 63	1/12/1970	O+
Catherine	Harquin	female	AUBERVILLIERS	Île-de-France	93300	01 32 76 99 14	3/13/1993	A+
Emmanuel	Jardine	male	DIJON	Bourgogne	21000	03 23 14 49 09	9/16/1946	A+
Campbell	Bouchard	male	LE ROBERT	Martinique	97231	05 76 29 04 69	5/24/1958	A+
Lirienne	Lepage	female	LYON	Rhône-Alpes	69001	04 39 64 53 33	9/15/1944	B+
Maurice	Pinneau	male	MONT-SAINT-AIGNAN	Haute-Normandie	76130	02 01 31 31 31	10/25/1962	AB+
Jacques	Henrichon	male	BAYONNE	Aquitaine	64100	05 52 47 43 04	5/6/1977	O+
Fantina	Poirier	female	EAUBONNE	Île-de-France	95600	01 75 27 26 28	12/15/1960	O+
Stéphane	Guérette	male	LA CELLE-SAINT-CLOUD	Île-de-France	78170	01 83 93 46 14	4/9/2000	A+
Xavier	Flamand	male	BOIS-COLOMBES	Île-de-France	92270	01 76 54 66 32	1/21/1998	O+
Delmare	Martineau	female	DENAIN	Nord-Pas-de-Calais	59220	03 38 06 96 76	9/11/1988	A+
Olivie	Daviau	female	LE KREMLIN-BICÊTRE	Île-de-France	94270	01 15 32 21 88	3/4/1954	O+
Arienne	Masson	female	MONTFERMEIL	Île-de-France	93370	01 77 13 25 03	1/11/1940	A+
Aceline	Laisné	female	SARTROUVILLE	Île-de-France	78500	01 43 43 46 02	10/17/1990	B+
Iven	Pelletier	male	MURET	Midi-Pyrénées	31600	05 83 03 42 91	11/1/1974	B+
Montague	Patry	male	BELFORT	Franche-Comté	90000	03 19 66 81 98	5/23/1961	O-
Franck	Barrette	male	SARREGUEMINES	Lorraine	57200	03 32 14 23 99	10/20/1987	AB+
Felicienne	Maheu	female	COLOMBES	Île-de-France	92700	01 41 65 90 54	6/11/1995	O+
Lirienne	Duhamel	female	SAINT-ÉTIENNE-DU-ROUVRAY	Haute-Normandie	76800	02 24 84 24 82	8/13/1934	B+
Claudette	Pellerin	female	SAINT-PIERRE	Guyane	97410	02 69 07 54 29	5/31/1945	A+
Anouk	Faure	female	LONGJUMEAU	Île-de-France	91160	01 31 21 08 96	6/18/1949	A+
Henriette	Desilets	female	MONT-DE-MARSAN	Aquitaine	40000	05 15 65 09 31	2/17/1992	AB+
Joséphine	Dupéré	female	TROYES	Champagne-Ardenne	10000	03 00 08 85 07	1/14/1974	B+
Zerbino	Monjeau	male	PONTAULT-COMBAULT	Île-de-France	77340	01 72 32 96 38	7/8/1978	A+
Mason	Chaussée	male	MENTON	Provence-Alpes-Côte d'Azur	6500	04 47 06 95 14	10/24/1991	A+
Sidney	Charest	male	VERNON	Haute-Normandie	27200	02 13 06 57 05	8/21/1974	A+
Sidney	Riquier	male	LE BOUSCAT	Aquitaine	33110	05 30 46 00 21	11/13/2000	AB-
Avril	Gougeon	female	LOMME	Nord-Pas-de-Calais	59160	03 90 62 68 46	5/1/1985	B+
Berangaria	Duffet	female	CHAMPIGNY-SUR-MARNE	Île-de-France	94500	01 04 55 53 62	7/31/1986	O+
Monique	Du Trieux	female	LE BOUSCAT	Aquitaine	33110	05 42 70 57 16	5/4/1983	B+
Orville	Chnadonnet	male	MENDE	Languedoc-Roussillon	48000	04 94 06 39 36	1/9/1978	O+
Astolpho	Achin	male	SAVIGNY-SUR-ORGE	Île-de-France	91600	01 99 04 92 00	9/15/1958	O+
Cécile	Dupuy	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13014	04 52 45 12 56	1/5/1963	O+
Hamilton	Saurel	male	VINCENNES	Île-de-France	94300	01 68 99 93 03	1/2/1989	O+
Brice	Boivin	female	BOULOGNE-BILLANCOURT	Île-de-France	92100	01 49 03 81 41	10/1/2000	A+
Lowell	Huot	male	MÂCON	Bourgogne	71000	03 41 20 70 57	4/18/1975	O+
Xavier	Léveillé	male	RUEIL-MALMAISON	Île-de-France	92500	01 52 11 14 60	6/12/1951	O+
Hortense	Rochon	female	TARBES	Midi-Pyrénées	65000	05 00 40 03 49	4/1/1937	O+
Curtis	Deblois	male	MARSEILLE	Provence-Alpes-Côte d'Azur	13010	04 62 50 17 53	6/19/2000	O+
Sennet	Chnadonnet	male	ÉTAMPES	Île-de-France	91150	01 91 09 49 54	1/20/1986	A+
Satordi	de Launay	male	ORLY	Île-de-France	94310	01 71 98 67 47	9/13/1965	A+
Fiacre	Champagne	male	SÈVRES	Île-de-France	92310	01 54 79 15 14	2/29/1940	A+
Gemma	L'Heureux	female	LE PUY-EN-VELAY	Auvergne	43000	04 01 70 95 57	11/7/1938	B+
Fiacre	Racine	male	BASSE-TERRE	Guadeloupe	97100	05 44 99 90 91	11/2/1957	A+
Talon	Dodier	male	CRÉTEIL	Île-de-France	94000	01 55 43 88 42	12/11/1980	B+
Vivienne	Berger	female	AMIENS	Picardie	80080	03 90 06 64 68	2/17/1939	A+
Constance	Lefèbvre	female	VERTOU	Pays de la Loire	44120	02 59 05 97 03	1/18/1981	O+
Noël	Casgrain	male	ORVAULT	Pays de la Loire	44700	02 81 87 00 32	12/30/1957	AB+
Pauline	Lebel	female	LA VALETTE-DU-VAR	Provence-Alpes-Côte d'Azur	83160	04 29 94 16 80	9/12/1997	B+
Saber	Chesnay	male	VILLEURBANNE	Rhône-Alpes	69100	04 14 68 09 72	6/17/1981	O+
Laverne	Sciverit	female	SAUMUR	Pays de la Loire	49400	02 21 78 20 51	12/29/1973	B+
Garland	Dandonneau	male	CHÂTILLON	Île-de-France	92320	01 41 39 40 80	10/6/1975	A+
Fantina	Daigneault	female	LYON	Rhône-Alpes	69003	04 53 82 38 01	7/29/1963	O+
Leone	Lépicier	female	MONTLUÇON	Auvergne	3100	04 80 71 23 92	7/12/1993	A+
Fantina	Courtois	female	PLAISIR	Île-de-France	78370	01 17 78 13 59	11/17/1936	O+
Belda	Guertin	female	QUIMPER	Bretagne	29000	02 67 67 23 14	9/10/1942	B-
Suzette	Ruel	female	BAGNOLET	Île-de-France	93170	01 43 80 69 55	1/19/1995	O+
Faye	Pelchat	female	DIGNE-LES-BAINS	Provence-Alpes-Côte d'Azur	4000	04 31 06 47 90	2/23/1943	B+
Pascaline	Artois	female	SARTROUVILLE	Île-de-France	78500	01 35 54 57 89	7/25/1983	O+
Patience	Lavoie	female	BORDEAUX	Aquitaine	33000	05 57 89 73 15	2/23/1944	AB+
Noémi	Dupuy	female	MILLAU	Midi-Pyrénées	12100	05 94 16 42 21	11/24/1934	A-
Cammile	Quiron	female	CHAMBÉRY	Rhône-Alpes	73000	04 79 22 00 02	5/30/1994	O+
Agramant	Lamour	male	CALUIRE-ET-CUIRE	Rhône-Alpes	69300	04 06 83 38 45	6/29/1986	O+
Victorine	Leroux	female	LES ABYMES	Guadeloupe	97142	05 90 52 69 86	9/24/1937	B+
Zara	Thivierge	female	NOUMÉA	Île-de-France	98800	03 42 74 87 86	8/10/1959	O+
Corinne	Labossière	female	LE CHESNAY	Île-de-France	78150	01 18 32 41 23	6/16/1980	AB+
Forrest	Pelletier	male	CHAMPS-SUR-MARNE	Île-de-France	77420	01 91 00 33 35	11/4/1962	A+
Karel	Benoit	male	SAINT-MALO	Bretagne	35400	02 78 56 57 21	6/28/1996	O+
Anton	Pellerin	male	NANTES	Pays de la Loire	44100	02 04 14 80 28	7/6/1957	O+
Vernon	Grenier	male	MONTIGNY-LÈS-METZ	Lorraine	57158	03 78 77 77 58	10/7/1998	A+
Alacoque	Desforges	female	PRIVAS	Rhône-Alpes	7000	04 89 92 74 95	10/19/1974	O+
Didier	Chalifour	male	PARIS	Île-de-France	75007	01 11 75 51 62	6/26/1941	O+
Mathilde	Dubé	female	BOBIGNY	Île-de-France	93000	01 71 06 83 00	11/20/1942	A+
Odelette	Perillard	female	SAINTE-ANNE	Guadeloupe	97180	05 23 72 86 69	3/7/1985	O+
Yolande	Ruel	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13012	04 31 42 35 97	5/16/1999	A+
Karlotta	Grivois	female	MEUDON-LA-FORÊT	Île-de-France	92360	01 31 63 26 67	6/20/1966	A+
Parnella	Mazuret	female	HYÈRES	Provence-Alpes-Côte d'Azur	83400	04 21 48 22 08	8/23/1973	O+
Louis	Vernadeau	male	SARTROUVILLE	Île-de-France	78500	01 27 77 59 79	12/12/1962	A+
Patricia	Bergeron	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13011	04 86 84 95 69	12/26/1948	O+
Gauthier	Fluet	male	STRASBOURG	Alsace	67100	03 73 30 64 95	8/20/1943	B+
Jeanette	Charrette	female	SOTTEVILLE-LÈS-ROUEN	Haute-Normandie	76300	02 80 24 53 95	4/25/1983	A+
Satordi	Trépanier	male	BOURGOIN-JALLIEU	Rhône-Alpes	38300	04 39 74 98 91	5/13/1963	B+
Orane	Morin	female	TOULON	Provence-Alpes-Côte d'Azur	83100	04 74 38 48 20	6/16/1996	O+
Mathilde	Veilleux	female	LES ABYMES	Guadeloupe	97139	05 11 53 67 12	10/2/1995	O+
Searlas	Cyr	male	TOULOUSE	Midi-Pyrénées	31100	05 51 18 35 99	12/5/1967	B+
Hélène	Louis	female	FÉCAMP	Haute-Normandie	76400	02 69 13 18 92	7/21/1996	A+
Daniel	Arnoux	male	SAINT-ÉTIENNE-DU-ROUVRAY	Haute-Normandie	76800	02 23 33 39 19	9/3/1991	B-
Aymon	Cormier	male	CORBEIL-ESSONNES	Île-de-France	91100	01 34 69 47 31	2/14/2001	B+
Delmare	Tétrault	female	POINTE-À-PITRE	Guadeloupe	97110	05 37 97 17 47	8/9/1950	O+
Tanguy	de Launay	male	BOULOGNE-SUR-MER	Nord-Pas-de-Calais	62200	03 60 27 95 48	7/10/1935	B+
Vivienne	Cressac	female	CHOLET	Pays de la Loire	49300	02 68 46 60 12	3/29/1961	O+
Neville	Lauzier	male	DOUAI	Nord-Pas-de-Calais	59500	03 16 48 52 66	9/14/1970	O+
Colette	Huppé	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13010	04 28 55 35 06	11/12/1991	O+
Constance	Casgrain	female	LYON	Rhône-Alpes	69003	04 99 02 50 55	2/8/1960	O+
Georges	Gervais	male	MONTPELLIER	Languedoc-Roussillon	34070	04 49 88 45 21	7/10/1936	A+
Searlas	Bellefeuille	male	PERPIGNAN	Languedoc-Roussillon	66100	04 98 75 02 09	9/2/1998	B+
Jules	Marquis	male	CAEN	Basse-Normandie	14000	02 81 35 46 20	7/16/1962	O+
Ancelina	Richer	female	CLICHY	Île-de-France	92110	01 76 05 53 04	12/31/1951	O+
Somer	Huot	male	MENDE	Languedoc-Roussillon	48000	04 95 63 93 61	10/3/1991	O+
Marcel	Beaudry	male	ORANGE	Provence-Alpes-Côte d'Azur	84100	04 62 89 20 42	4/25/1991	A+
Musette	Fugère	female	ISTRES	Provence-Alpes-Côte d'Azur	13800	04 09 57 50 55	2/24/1952	O+
Cosette	Berger	female	HOUILLES	Île-de-France	78800	01 83 11 51 13	8/26/1946	O+
Ferrau	Pitre	male	MAUBEUGE	Nord-Pas-de-Calais	59600	03 80 83 07 04	6/2/1998	A+
Iva	Gingras	female	SURESNES	Île-de-France	92150	01 37 36 88 10	3/7/1939	A+
Agnès	Veilleux	female	LE MÉE-SUR-SEINE	Île-de-France	77350	01 73 49 76 24	7/21/1955	A+
Paige	Jobin	female	NANTES	Pays de la Loire	44100	02 80 56 31 43	3/30/1954	O+
Lucille	Cotuand	female	PARIS	Île-de-France	75005	01 29 67 83 79	3/29/1936	B+
Lorraine	Adler	female	PARIS	Île-de-France	75017	01 96 21 61 11	7/6/1990	B+
Marguerite	Boulanger	female	BEZONS	Île-de-France	95870	01 51 11 83 38	9/23/1959	B+
Lucas	Demers	male	BOURG-EN-BRESSE	Rhône-Alpes	1000	04 80 12 02 73	4/13/1970	A+
Serge	Marcoux	male	CLERMONT-FERRAND	Auvergne	63000	04 27 14 49 40	2/12/1993	O+
Roxanne	Cloutier	female	TOULOUSE	Midi-Pyrénées	31200	05 96 97 56 30	12/25/1967	A+
Adèle	Rodrigue	female	LOOS	Nord-Pas-de-Calais	59120	03 59 24 62 02	1/22/1936	O-
Tabor	Chabot	male	ANTIBES	Provence-Alpes-Côte d'Azur	6600	04 27 04 90 04	10/18/1954	A+
Logistilla	Daoust	female	LES ULIS	Île-de-France	91940	01 83 32 19 71	3/31/1954	A+
Pierrette	Deschamps	female	SAINT-MICHEL-SUR-ORGE	Île-de-France	91240	01 75 02 90 05	5/25/1972	O+
Bruce	Marier	male	DUNKERQUE	Nord-Pas-de-Calais	59240	03 97 70 65 74	5/10/1956	A-
Malagigi	Marcoux	male	HAGUENAU	Alsace	67500	03 01 22 03 12	4/17/1999	O+
Marphisa	Coudert	female	PARIS	Île-de-France	75020	01 03 57 82 48	4/24/1964	B+
Marjolaine	Gaillou	female	LYON	Rhône-Alpes	69004	04 23 20 21 36	3/22/1940	A+
Vignette	Lacasse	female	SAINT-BENOÎT	Guyane	97470	02 22 50 57 35	7/2/1959	A+
Patrick	Brodeur	male	LIMOGES	Limousin	87000	05 92 33 74 26	10/23/1949	A+
Antoine	Mercier	male	POINTE-À-PITRE	Guadeloupe	97110	05 84 99 53 39	10/14/1937	A-
Christophe	Cliche	male	SEDAN	Champagne-Ardenne	8200	03 66 14 90 04	4/30/1996	O+
Maslin	David	male	CHERBOURG	Basse-Normandie	50100	02 43 50 53 97	2/6/1943	A+
Clementine	Labbé	female	ROANNE	Rhône-Alpes	42300	04 61 63 77 31	6/15/2000	O+
Namo	Austin	male	MAMOUDZOU	Mayotte	97600	02 07 09 89 79	4/19/2001	B+
Bruce	Barrette	male	GRANDE-SYNTHE	Nord-Pas-de-Calais	59760	02 45 02 83 90	3/11/1978	A+
Fleur	Lemaître	female	GRADIGNAN	Aquitaine	33170	05 08 45 55 16	4/5/1970	B-
Gay	Mainville	female	FLEURY-LES-AUBRAIS	Centre	45400	02 84 91 72 85	5/4/1963	O+
Coralie	Lamy	female	FOUGÈRES	Bretagne	35300	02 59 21 82 62	12/18/1952	A+
Thomas	Côté	male	METZ	Lorraine	57070	03 79 37 93 53	11/28/1991	O+
Kari	Salois	female	LES LILAS	Île-de-France	93260	01 60 72 75 01	6/26/1978	A+
Denise	Quirion	female	AMIENS	Picardie	80080	03 84 17 24 46	9/7/1996	O-
Orva	Guimond	female	SAINT-GERMAIN-EN-LAYE	Île-de-France	78100	01 27 75 70 33	7/30/1941	O+
Damiane	Mercier	female	CAHORS	Midi-Pyrénées	46000	05 08 88 89 91	1/25/1984	A+
Cher	Piedalue	female	DIJON	Bourgogne	21000	03 23 29 64 55	10/24/1970	O+
Frontino	Lacombe	male	LE GRAND-QUEVILLY	Haute-Normandie	76120	02 29 95 05 90	4/29/1964	B+
Ancelote	Daviau	female	TOULOUSE	Midi-Pyrénées	31100	05 24 67 48 36	9/26/1981	A+
Angelique	Savoie	female	GRIGNY	Île-de-France	91350	01 92 46 21 09	3/4/1968	B+
Bradamate	Godin	female	HAGUENAU	Alsace	67500	03 34 26 32 05	11/6/1989	O+
Paulette	Cliche	female	CACHAN	Île-de-France	94230	01 33 93 67 22	4/24/1936	O+
Anton	Bélanger	male	PALAISEAU	Île-de-France	91120	01 68 05 52 31	4/18/1970	AB+
Octave	Chesnay	male	GUÉRET	Limousin	23000	05 13 34 05 77	10/10/1997	O+
Medoro	Fréchette	male	TOULON	Provence-Alpes-Côte d'Azur	83000	04 25 24 15 78	4/30/1957	B+
Jules	Sicard	male	BOULOGNE-BILLANCOURT	Île-de-France	92100	01 20 35 00 22	2/21/1944	B+
Fabien	Gaillard	male	SARCELLES	Île-de-France	95200	01 29 00 70 43	9/8/1972	O+
Lucille	Bourgeau	female	PARIS	Île-de-France	75002	01 60 37 06 80	9/18/1994	O+
Timothée	Courtemanche	male	SAINT-MARTIN	Guadeloupe	97150	05 24 05 18 07	8/1/1941	O+
Anne	Fontaine	female	MONTMORENCY	Île-de-France	95160	01 67 75 04 90	9/21/1966	A+
Arienne	Fluet	female	SENS	Bourgogne	89100	03 80 90 68 19	11/16/1938	B+
Honoré	Bazin	male	SAINTE-MARIE	Guyane	97438	05 40 39 75 00	4/29/1955	A+
Alice	Séguin	female	NÎMES	Languedoc-Roussillon	30900	04 52 21 10 61	7/22/1980	A-
Théodore	Laux	male	PONTAULT-COMBAULT	Île-de-France	77340	01 28 04 69 28	9/7/1987	A+
Mavise	Bélair	female	CLICHY	Île-de-France	92110	01 02 36 91 37	3/28/1944	O+
Evrard	Trottier	male	ÉVREUX	Haute-Normandie	27000	02 16 05 91 31	10/15/1987	A+
Karlotta	Jardine	female	RODEZ	Midi-Pyrénées	12000	05 52 85 00 11	9/30/1998	A+
Soren	Bienvenue	male	ALFORTVILLE	Île-de-France	94140	01 38 38 43 85	11/8/1953	B+
Eugène	Lalonde	male	LAON	Picardie	2000	03 88 00 05 07	4/7/2001	O+
Talon	Bourgeois	male	CHÂTELLERAULT	Poitou-Charentes	86100	05 60 70 03 85	6/26/1946	B+
Orva	Perillard	female	LYON	Rhône-Alpes	69006	04 34 63 64 29	5/1/1969	O+
Henri	Jacques	male	SEVRAN	Île-de-France	93270	01 24 74 84 19	10/4/1992	B-
Christiane	Langlais	female	PARIS	Île-de-France	75018	01 89 23 85 91	11/20/1955	B+
Geoffrey	Courtemanche	male	LAVAL	Pays de la Loire	53000	02 94 43 42 18	6/18/1947	A+
Laurent	Lafontaine	male	LYON	Rhône-Alpes	69002	04 16 49 86 15	3/24/1975	O+
Ambra	Huot	female	SAINTE-MARIE	Guyane	97438	05 43 21 24 02	9/29/1976	B+
Colette	Lessard	female	QUIMPER	Bretagne	29000	02 38 41 69 79	1/31/1991	B+
Anastasie	Chaussée	female	BORDEAUX	Aquitaine	33200	05 70 14 15 80	10/23/1953	O+
Jesper	Côté	male	LE PORT	Guyane	97420	02 70 24 59 42	11/27/1946	O+
Prewitt	Ricard	male	AURILLAC	Auvergne	15000	04 32 64 94 64	4/20/1983	A+
Faustin	Huppé	male	LE PORT	Guyane	97420	02 55 77 00 99	12/20/1998	AB+
Adrienne	Croteau	female	GUÉRET	Limousin	23000	05 17 06 17 33	11/4/1969	O+
Amélie	Labelle	female	PARIS	Île-de-France	75016	01 66 68 08 83	9/30/1941	A+
Brice	Rivière	female	ANTONY	Île-de-France	92160	01 60 14 72 03	6/5/1936	A+
Leone	Descoteaux	female	PESSAC	Aquitaine	33600	05 80 30 14 51	9/3/1999	AB+
Estelle	Laliberté	female	AUBERVILLIERS	Île-de-France	93300	01 11 18 30 07	9/7/1979	B+
Garland	Chicoine	female	HERBLAY	Île-de-France	95220	01 68 43 23 40	1/20/1982	B+
Vincent	Forest	male	BORDEAUX	Aquitaine	33000	05 32 44 05 79	5/12/1994	B+
Ambra	Parizeau	female	ATHIS-MONS	Île-de-France	91200	01 86 34 11 88	10/23/1983	A+
Orane	Marceau	female	TOULON	Provence-Alpes-Côte d'Azur	83000	04 02 33 56 22	3/17/1942	O+
Fanchon	Beaupré	female	BASTIA	Corse	20200	04 09 02 67 55	6/6/1987	B+
Ganelon	Trottier	male	SAINTE-FOY-LÈS-LYON	Rhône-Alpes	69110	04 62 74 40 32	12/11/1991	B+
Eloise	Bienvenue	female	COLOMBES	Île-de-France	92700	01 66 80 71 91	8/19/1992	A+
Oriel	Duval	female	ROMANS-SUR-ISÈRE	Rhône-Alpes	26100	04 16 23 80 38	11/3/1943	O+
Leala	Berthiaume	female	ERMONT	Île-de-France	95120	01 04 42 65 27	7/21/1971	B+
Andrée	Authier	female	LIÉVIN	Nord-Pas-de-Calais	62800	03 02 62 26 77	1/31/1984	O+
Yves	Laframboise	male	LIVRY-GARGAN	Île-de-France	93190	01 08 03 88 82	10/3/1991	O+
Gilles	Lanoie	male	SURESNES	Île-de-France	92150	01 41 51 08 98	11/10/1944	O+
Lothair	Gregoire	male	PARIS	Île-de-France	75018	01 69 37 15 03	2/18/1987	O+
Namo	Martel	male	LE CANNET	Provence-Alpes-Côte d'Azur	6110	04 58 50 20 81	4/28/1983	O+
Adrienne	Blanc	female	MILLAU	Midi-Pyrénées	12100	05 03 11 50 26	7/19/1987	B+
Ermengardi	Breton	female	WATTRELOS	Nord-Pas-de-Calais	59150	03 44 97 10 22	6/1/1954	O+
Fauna	Bonami	female	SAINT-LOUIS	Guyane	97450	02 24 25 68 90	10/20/1956	B+
Émilie	Dodier	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13012	04 94 95 41 60	8/19/1989	O+
Richard	Charpentier	male	ANNECY	Rhône-Alpes	74000	04 70 54 97 16	9/11/1938	O+
Marlon	Breton	male	METZ	Lorraine	57070	03 90 73 25 46	10/20/1992	B+
Vick	Patel	male	BIARRITZ	Aquitaine	64200	05 22 07 24 20	2/16/1972	B+
Brier	St-Pierre	female	CHOLET	Pays de la Loire	49300	02 42 18 66 00	7/4/1953	A-
Zacharie	Baron	male	TOULOUSE	Midi-Pyrénées	31500	05 63 60 52 97	5/10/1948	A+
Fayme	Aucoin	female	ROMAINVILLE	Île-de-France	93230	01 58 08 14 51	7/19/1987	B+
Eugenia	Bourgeau	female	NOUMÉA	Île-de-France	98800	03 97 55 29 89	4/18/1984	O+
Falerina	Gosselin	female	CALUIRE-ET-CUIRE	Rhône-Alpes	69300	04 23 55 03 37	11/5/1955	B+
Varden	Mouet	male	LE ROBERT	Martinique	97231	05 81 24 32 30	2/26/1951	O+
Amber	Quiron	female	VILLEFRANCHE-SUR-SAÔNE	Rhône-Alpes	69400	04 29 31 33 85	3/10/1985	A+
Marlon	Ferland	male	LA VARENNE-SAINT-HILAIRE	Île-de-France	94210	01 35 06 47 82	8/3/1967	O+
Adrien	Bernier	male	MARTIGUES	Provence-Alpes-Côte d'Azur	13500	04 94 76 61 32	5/16/1939	A+
Avice	Lebel	female	MONTBÉLIARD	Franche-Comté	25200	03 76 78 68 85	2/23/1962	O+
Leone	Garnier	female	SAINT-GERMAIN-EN-LAYE	Île-de-France	78100	01 81 62 23 75	9/18/1964	AB+
Élisabeth	Ayot	female	BOULOGNE-SUR-MER	Nord-Pas-de-Calais	62200	03 27 42 21 37	9/26/1947	O-
Leone	CinqMars	female	LILLE	Nord-Pas-de-Calais	59000	03 39 84 40 44	10/17/1986	B+
Ranger	Faucher	male	BRON	Rhône-Alpes	69500	04 82 35 00 26	1/3/1982	B+
Valiant	Tollmache	male	BIARRITZ	Aquitaine	64200	05 26 08 71 53	4/2/1967	A+
Maslin	Quirion	male	VOIRON	Rhône-Alpes	38500	04 55 00 30 97	5/19/1965	O+
Zurie	DuLin	female	LA MADELEINE	Nord-Pas-de-Calais	59110	03 30 57 58 65	4/11/1944	B+
Rachelle	Corbin	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13004	04 40 08 06 00	6/22/1999	A-
Vignette	Clavette	female	CAYENNE	Guyane	97300	05 73 19 54 76	2/27/1935	O+
Eloise	Sirois	female	MEAUX	Île-de-France	77100	01 07 06 78 65	11/2/1967	AB-
Mercer	Dandonneau	male	PARIS	Île-de-France	75015	01 09 00 48 95	8/15/1985	O+
Carolos	Labonté	male	CLERMONT-FERRAND	Auvergne	63000	04 54 86 34 81	11/30/1995	B+
Bradamate	Cadieux	female	CLERMONT-FERRAND	Auvergne	63000	04 21 96 40 47	3/11/1950	O+
Astolpho	Beaudoin	male	MONTBÉLIARD	Franche-Comté	25200	03 01 51 90 24	3/20/1958	O+
Angelette	Couture	female	AVIGNON	Provence-Alpes-Côte d'Azur	84000	04 52 13 99 04	11/2/1975	A+
Adèle	Ruais	female	LE KREMLIN-BICÊTRE	Île-de-France	94270	01 97 28 82 24	11/8/1977	B+
Nadine	Mireault	female	ÉVREUX	Haute-Normandie	27000	02 77 12 78 32	4/3/1958	B+
Mathilde	Labelle	female	SAINT-CHAMOND	Rhône-Alpes	42400	04 00 08 49 29	5/12/2001	A+
Aloin	Parent	male	VITROLLES	Provence-Alpes-Côte d'Azur	13127	04 80 50 65 40	12/16/1975	O+
Grégoire	Loiselle	male	VÉLIZY-VILLACOUBLAY	Île-de-France	78140	01 63 82 15 03	12/28/1973	O+
Harriette	Marcoux	female	NANTES	Pays de la Loire	44100	02 35 25 97 81	10/14/1954	A+
Arber	Gaillou	male	ANGLET	Aquitaine	64600	05 52 26 18 71	11/11/1997	O-
Antoinette	Deblois	female	DUNKERQUE	Nord-Pas-de-Calais	59640	03 77 97 21 69	1/12/1937	B+
Fabrice	Lussier	male	ANGLET	Aquitaine	64600	05 14 01 85 33	12/8/1972	AB+
Bartlett	Cantin	male	COMBS-LA-VILLE	Île-de-France	77380	01 77 24 01 84	9/22/1977	O+
Malagigi	Lanteigne	male	CACHAN	Île-de-France	94230	01 51 55 15 21	8/15/1958	O+
Slainie	Duranseau	female	LONGJUMEAU	Île-de-France	91160	01 01 92 63 65	12/9/1999	A+
